EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
300217144,YAD ELIEZER ASSOCIATION,% PATRICIA L MORRISON,JERUSALEM ISRAEL,ISRAEL,,00000-0000,0000,03,3,1000,200406,2,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,Q33,
300246732,GENESIS AMERICA INC,% SIMON GOODRIDGE--BUZZACOTT LLP,LONDON EC2V 6DL,UNITED KINGDOM,,00000-0000,0000,03,3,2000,200509,2,04,000000000,1,01,201412,5,6,00,1,12,543061,4867333,,A126,
300257635,UNIVERSITY OF KINGS COLLEGE,% BONNIE SANDS,HALIFAX NOVA SCOTIA B3H 2A1,CANADA,,00000-0000,0000,03,3,2000,200412,4,11,000000000,1,01,201503,0,0,02,0,03,0,0,0,B42,
300278642,FRIENDS OF HAVEN FOUNDATION INC,% SHARON P LIGHT,GABRIOLA BC V0R 1X1,CANADA,,00000-0000,0000,03,3,1000,200412,4,15,000000000,1,01,201412,1,3,02,0,12,2003,35767,35767,T30,
300279904,WORLD GREEN BUILDING COUNCIL INC,% WORLD GBC SECRETARIAT,TORONTO ON 1S4 CANADA,CANADA,,00000-0000,0000,03,3,1200,200412,4,16,000000000,1,01,201412,4,6,01,0,12,327887,1180206,1179254,C30,
300303438,MESO-AMERICAN REEF FUND,% 6TA AVENIDA 6-63 ZONA 10 EDIFICIO,LOCAL,GUATEMALA,,00000-0000,0000,03,3,1000,200503,1,15,000000000,1,01,201412,8,8,01,0,12,23680450,10658968,10658968,C32,
300306056,WOMEN ORGANIZING FOR CHANGE IN AGRICULTURE & NATURAL RESOURCE MAN,,LOCAL,THAILAND,,00000-0000,0000,03,3,1200,200603,1,15,000000000,1,01,201412,5,5,01,0,12,559604,895698,895698,K20,WOCAN
300308445,THE AMERICAN CHAMBER OF COMMERCE IN CHINA FUND,%,BEIJING 100020,CHINA,,00000-0000,0000,06,3,3200,200511,2,00,000000000,1,01,201412,5,6,01,0,12,806851,2141320,2141320,S41,
300342096,COUVERTURE MEDICALE NATIONALE DHAITI,% MEDGINE CYRILLE,PORT AU PRINCE HAITI BP 1382,HAITI,,00000-0000,0000,03,3,1000,200703,2,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,Q12,
300346161,INDIGENOUS PATHWAYS,% TERRY LEBLANC,MONTAGUE PE COA1RO,CANADA,,00000-0000,0000,03,3,1000,200608,4,15,000000000,1,01,201412,3,4,01,0,12,90421,120872,120872,X20,
300358343,THE S A FOUNDATION-CANADA,% DOMINIQUE MACHEFERT,VANCOUVER BC V6P 6GZ,CANADA,,00000-0000,0000,03,3,1000,200611,4,15,000000000,1,01,201503,1,2,02,0,03,1,18327,18327,T30,
300364071,CHRISTS LOVE IN ACTION,% DEZRIC WESTON,GALINA ST MARY,JAMAICA,,00000-0000,0000,03,3,7000,200609,2,10,000000000,1,01,201412,0,0,06,0,12,0,0,0,X21,
300399827,THE INTERNATIONAL NETWORK FOR BAMBOO AND RATTAN,% J COOSJE HOOGENDOORN,BEIJING 100102,CHINA,,00000-0000,0000,03,3,1200,201311,1,15,000000000,1,01,,6,6,01,0,12,,,,Q33,
300419089,JERUSALEM SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,% VARDA LINETT,91040 JERUSALEM,ISRAEL,,00000-0000,0000,03,3,1400,200803,2,15,000000000,1,01,201412,4,5,01,0,12,161028,697752,697752,D20,
300505256,SIMON FRASER UNIVERSITY,% ERIN GEARY,LOCAL,BOTSWANA,,00000-0000,0000,03,3,2000,200904,4,11,000000000,1,01,201503,9,9,01,0,03,1298643946,516775062,516775062,B43,
300515313,HARI KRISHAN PUBLICATIONS,% SURINDER DUTT SHARMA,MISSISSAUGA ON L5N1A7,CANADA,,00000-0000,0000,03,3,7000,201411,4,15,000000000,1,01,201412,7,5,01,0,12,5345024,862651,854827,X83,
300545486,CUSO INTERNATIONAL,,OTTAWA ONTARIO K1R 6S4,CANADA,,00000-0000,0000,03,3,1000,200904,4,15,000000000,1,01,201503,7,8,01,0,03,7935775,17455642,14278420,Q33,
300584356,JACK MILLIKIN CENTRE INC,% 718 10TH ST E,SASKATOON S7H 0H1,CANADA,,00000-0000,0000,03,3,1000,201002,4,15,000000000,1,01,201412,3,3,02,0,12,70979,74240,74240,A20,
300606995,MISSIONARY SISTERS OF THE IMMACULATE HEART OF MARY,% EDWARD CAVE,PO BOX 95,FREDERIKSTED,VI,00841-0095,0000,03,3,7000,201102,1,15,000000000,1,01,,0,0,13,0,10,,,,X22,
300641596,POSSIBILITIES INTERNATIONAL,% DONALD SAM WELTEN,KITCHENER ONTARIO N2M 5P4,CANADA,,00000-0000,0000,03,3,7000,201103,4,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,X20,
300663961,HEALTH REACH CANADA,% 124 CANTERVILLE RD SW,CALGARY AB T2W 4R3,CANADA,,00000-0000,0000,03,3,1000,201105,4,15,000000000,1,01,201504,0,0,02,0,04,0,0,0,E70,
300668273,THE LAMAD FOUNDATION,% SEAN CAVANAGH,TORONTO ONTARIO M3J 2S9,CANADA,,00000-0000,0000,03,3,2000,201304,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,B99,
300694647,INTERNATIONAL STUDENTS TRUST,% PHILIP WILSON,LONDON LONDON W1B 1SH,UNITED KINGDOM,,00000-0000,0000,03,3,1000,201209,2,15,000000000,2,01,201409,0,0,02,0,09,0,0,0,B82,
300786199,AMERICAN FRIENDS OF PARADISE CHILDRENS FOUNDATION INC,% ADI RAPPOPORT,NASSAU,BAHAMAS,,00000-0000,0000,03,3,1000,201406,1,04,000000000,1,01,201312,1,3,00,1,12,2563,72666,,P12,
300804376,CANADIAN WOMEN FOR WOMEN AFGHANISTAN,% PENNY CHRISTENSER,MARDA LOOP BOX 86016 AB T2T6B7 CN,CALGARY,,00000-0000,0000,03,3,1000,201409,4,04,000000000,1,01,201412,1,1,00,1,08,1,1,,Q30,
300811446,THE ANGEL FOUNDATION FOR LEARNING,% MARISA CELENZA,TORONTO ON M2N 6E8,CANADA,,00000-0000,0000,03,3,2000,201502,4,15,000000000,1,01,201408,0,0,02,0,08,0,0,0,B12,
300834688,THE TRAINING COORDINATING GROUP FOR PERSONS WITH DISABILITIES IN ONTAR,% LINK UP EMPLOYEMENT SERVICE EMP,TORONTO M4P 1G8,CANADA,,00000-0000,0000,03,3,1000,201412,4,15,000000000,1,01,,0,0,01,0,03,,,,G039,
300865012,PERU CHAMPS ASSOCIATION,,LIMA LIMA 13,PERU,,00000-0000,0000,03,3,2000,201601,1,15,000000000,1,01,,0,0,01,0,12,,,,B82,
300874228,MISAWA MOGUL MASHERS,% SEAN KATZ,PSC 76 BOX 5065,APO,AP,96319-0051,0000,03,3,1000,201507,1,16,000000000,5,01,,0,0,02,0,12,,,,N68,
300886200,INTERNATIONAL C I C FOUNDATION,% 206-208 STEWARTS RD,LONDON SW8 40B,UNITED KINGDOM,,00000-0000,0000,03,3,1000,201512,1,15,000000000,1,01,,0,0,01,0,12,,,,Q33,
306060989,PACIFIC TORAH INSTITUTE CHARITABLE TR,% MAX WASSER,VANCOUVER BC V6M 2V9,CANADA,,00000-0000,0000,03,3,1000,200308,4,15,000000000,5,01,201408,4,6,01,0,06,412672,1579934,1563414,X053,
306066435,THE BYRNE CHARITABLE TRUST,% JOHN DEWHURST,LONDON SW7 3DL,UNITED KINGDOM,,00000-0000,0000,03,3,1200,200403,2,04,000000000,2,01,201412,1,4,00,1,12,1859,289736,,T20,DEWHURST JOHN TTEE
310888521,ETA PHI BETA SORORITY INC,% NAN MULCARE,PO BOX 303917,ST THOMAS,VI,00803-3917,0000,06,3,2000,201512,2,00,036040031,1,01,201406,3,3,02,0,08,96800,40063,20642,S41,ALPHA CHI CHAPTER
310907488,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% JANINE HAANSTRA,HAMILTON L8N2A1,CANADA,,00000-0000,1438,06,9,2000,195812,2,00,059000000,5,01,,3,3,02,0,06,,,,,29
310907604,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% TODD GULEVICH,CALGARY ALBERTA T2E 7P1,CANADA,,00000-0000,1438,06,9,2000,195812,2,00,059000000,5,01,,2,3,02,0,06,,,,,48
310907606,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% PATRICIA RONEY,SURREY BC V3L 2YH,CANADA,,00000-0000,1438,06,9,2000,195812,2,00,205000000,5,01,,0,0,02,0,06,,,,,54
310907607,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% BUD CLARKE,EDMONTON ALBERTA T5T0S5,CANADA,,00000-0000,1438,06,9,2000,195812,2,00,059000000,5,01,,0,0,02,0,06,,,,,62
310907608,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% CAROLE SHERRARD,FREDERICTON NB E3B 4X1,CANADA,,00000-0000,1438,06,9,2000,195812,2,00,059000000,5,01,,0,0,02,0,06,,,,,65
310930081,ETA PHI BETA SORORITY INC,% GAMMA ZETA,PO BOX 5664,CHRISTIANSTED,VI,00823-5664,5013,06,9,2000,197802,2,00,036041031,5,01,201508,0,0,02,0,08,0,0,0,,GAMMA ZETA CHAPTER
310996760,ROBERT CAMPEAU FAMILY FOUNDATION US,,HAWKESBURY ON K6A 2R9,CANADA,,00000-0000,0000,03,3,1000,198012,4,04,602000000,1,01,201412,6,4,00,1,12,4262703,261673,,,
311091447,M E MULLER FOUNDATION OF NORTH AMERICA INC,% C WOODSIDE,OAKVILLE ON L6J 7K1,CANADA,,00000-0000,0000,03,3,2000,198407,4,04,162000000,1,01,201412,6,6,00,1,12,1508573,2272771,,,
311129090,DISABLED AMERICAN VETERANS,% ALEXIS MARTINEZ,SAN JUAN PUERTO RICO 00921,BRITISH VIRGIN ISLANDS,,00000-0000,0557,04,9,3000,194602,1,00,908279265,5,01,201506,0,0,02,0,06,0,0,0,,1 SFC A PENA GARCIA
311213816,FAMILY MOTOR COACH ASSOCIATION,,CAMPBELLFORD ONTARIO K2H 7J1,CANADA,,00000-0000,2609,07,9,1000,197501,2,00,299318000,5,01,201212,0,0,02,0,12,0,0,0,,THOUSAND ISLAND VOYAGEURS
311254176,ACTS ONE-WAY APOSTALIC CHURCH INC,,CMR 665,APO,AE,09175-0000,0000,03,3,1000,198908,1,10,001000000,1,01,,0,0,06,0,12,,,,,
311344775,CITY AND GUILDS OF NORTH AMERICA,% JOHN ALFRED BARNES,LONDON EC1A 9DD,UNITED KINGDOM,,00000-0000,0000,04,3,3000,199502,2,00,209124000,1,01,201409,0,0,02,0,09,0,0,0,,
311429964,DISABLED AMERICAN VETERANS,% ROBERT J GIGLIOTTI,PSC 517 BOX 4529,FPO,AP,96517-0000,0557,04,9,3000,194206,1,00,908279265,5,01,201506,1,1,02,0,06,1986,3527,3527,,3 T B HOUSE MEMORIAL CHAPTER
311451739,INTERNATIONAL ASSOC FOR THERAPEUTIC DRUG MONITORING AND CLINICAL TOXI,% EVENTS & MGMT PLUS,KINGSTON K7K 127 ONTARIO K7K 127,CANADA,,00000-0000,0000,06,3,2000,199604,2,00,349000000,1,01,201412,6,4,01,0,12,1084142,297864,297864,,
311484039,BHUTAN TRUST FUND FOR ENVIROMENTAL CONSERVATION,,THIMPHU,BHUTAN,,00000-0000,0000,04,3,1000,199701,2,00,350000000,2,01,201406,8,7,01,0,06,47651411,8443255,5297505,,
311490115,UNIVERSITE DE SHERBROOKE,,SHERBROOKE QC J1K 2R1,CANADA,,00000-0000,0000,03,3,2000,200609,4,11,000000000,1,01,201504,9,9,01,0,04,775958636,451381349,451381349,B43,
311512722,GAMING INSURANCE INTERNATIONAL LTD,% AON INSURANCE MANAGERS BERMUDA,HAMILTON BERMUDA HM JX,BERMUDA,,00000-0000,0000,15,1,1000,199801,2,00,253000000,1,01,200012,7,7,01,0,12,,,,,
311516051,INTERNATIONAL CENTER OF INSECT PHYSIOLOGY AND ECOLOGY,% CELIA ROADY,00100 NAIROBI,KENYA,,00000-0000,0000,03,1,1000,199708,2,15,911000000,1,01,201412,8,8,01,0,12,48098714,32443567,32443567,U50Z,
311529945,JERUSALEM FOUNDATION,% BETH TRACTENBERG,91101 JERUSALEM,ISRAEL,,00000-0000,0000,03,3,1000,199712,2,15,029000000,1,01,201412,9,9,01,0,12,125598863,60131160,32500708,T30Z,
311535730,APPLE CHARITY,% RICHARD REES-PULLEY,LONDON SW3 1LJ FC,UNITED KINGDOM,,00000-0000,0000,03,3,1000,199712,2,04,602000000,1,01,201412,1,1,00,1,12,1,1,,T20Z,
311555189,CITY OF REFUGE INC,,PO BOX 7795,CHRISTIANSTED,VI,00823-7795,0000,03,3,7000,199804,1,10,001029000,1,01,,4,4,06,0,12,,,,X20Z,
311567778,INTERNATIONAL CENTRE FOR RESEARCH IN AGROFORESTRY,% AIARC,NAIROBI GPO 00100,KENYA,,00000-0000,0000,03,3,1000,199902,2,15,181161000,1,01,201412,9,9,01,0,12,79967000,63638000,63638000,C360,
311575449,TORAH ACADEMY OF OTTAWA,% RABBI ZISCHA SHAPS,OTTAWA ON K2C 2R5,CANADA,,00000-0000,0000,03,3,2000,199810,4,11,059000000,1,01,201412,0,0,02,0,12,0,0,0,B20Z,1879 DEVLIN CRESENT
311576136,U S FOUNDATION FOR THE UNIVERSITY OF VICTORIA,,VICTORIA BC V8W 3R4,CANADA,,00000-0000,0000,03,3,2000,199801,4,15,994059000,1,01,201503,2,4,01,0,03,10000,271362,271362,Q23,
311589658,GLOBAL FOREST SOCIETY,% DR REESE HALTER DIRECTOR,BANFF AB T1L1B7,CANADA,,00000-0000,0000,03,3,1000,199803,4,15,994379000,1,01,201411,5,0,02,0,11,509049,0,0,C36,
311589851,U S FRIENDS OF LOWER CANADA COLLEGE INC,% KIRK LLANO,MONTREAL QUEBEC H4A 2M5,CANADA,,00000-0000,0000,03,3,1000,199806,4,04,994602000,1,01,201506,3,4,00,3,06,56245,163475,,B84Z,
311595144,AMERICAN INTERNATIONAL SCHOOL OF MUSCAT FOUNDATION,% LAKSHYA H DUTIA,MUSCAT AZAIBA 130,OMAN,,00000-0000,0000,03,3,1000,199805,2,16,994602000,1,01,201506,0,0,02,0,06,0,0,0,T30,
311599606,THE@PAOLO FRESCO CHARITABLE FOUNDATION INC,,LOCAL,ITALY,,00000-0000,0000,03,3,1000,199806,2,04,602000000,1,01,201412,3,1,00,1,12,70839,8,,T90Z,
311602376,WEST AFRICA RICE DEVELOPMENT ASSOCIATION,% DENIS HUNEAULT,ABIDJAN 01,COTE D'IVOIRE,,00000-0000,0000,03,3,1000,199905,2,15,000000000,5,01,201412,8,8,01,0,12,23147515,31543972,31543972,Q310,
311602414,AMERICAN FRIENDS OF THE CALGARY HEALTH TRUST FOUNDATION,,CALGARY AB T21 6A5,CANADA,,00000-0000,0000,03,3,1000,199810,4,04,994602000,1,01,201503,1,1,00,1,03,1,1,,T30J,
311609982,INSTITUT FRANCO AMERICAIN,% NORMAN P ARENDS,RENNES BRITTANY 35059,FRANCE,,00000-0000,0000,03,3,2000,199909,2,16,000000000,1,01,201507,0,0,02,0,07,0,0,0,B99,
311621592,INTERNATIONAL VACCINE INSTITUTE,% SEUNGHWA CHEON,SEOUL 151-742,REPUBLIC OF KOREA,,00000-0000,0000,03,3,1000,199902,2,15,000000000,5,01,201412,8,8,01,0,12,29405974,23614082,23603261,Q053,
311624936,HUMPHREY FOUNDATION,% WILLIAM W HUMPHREY,PO BOX 25136,CHRISTIANSTED,VI,00824-1136,0000,03,3,1000,199901,1,04,000000000,2,01,201412,3,2,00,1,12,78551,18294,,T20,
311625021,ASSOCIATION SASAKAWA POUR LAFRIQUE,,MINATO-KU TOKYO 105-0001,JAPAN,,00000-0000,0000,03,3,1000,199902,2,04,000000000,5,01,201412,8,6,00,1,12,17294041,4409906,,Q31,SASAKAWA AFRICA ASSOCIATION
311627616,UNIVERSITY OF MELBOURNE,% DIRECTOR OF FINANCIAL OPERATIONS,VIC 3010,AUSTRALIA,,00000-0000,0000,03,3,2000,199903,2,11,000000000,5,01,200412,0,0,14,0,12,,,,B20,
311631204,FUNDY COMMUNITY FOUNDATION,,ST ANDREWS NB E5B 3S7,CANADA,,00000-0000,0000,03,3,1000,199903,4,15,000000000,1,01,201412,7,6,01,0,12,6060836,1686876,1686876,Q12,
311631210,ST MARY ABBOTS CHURCH,,KENSINGTON LONDON W8 4HN,ENGLAND,,00000-0000,0000,03,3,7000,199903,2,10,000000000,5,01,,0,0,06,0,12,,,,X20,
311631609,ASOCIACION PROTECCION A LA SALUD,,SANTA CRUZ DE LA SIERRA,BOLIVIA,,00000-0000,0000,03,3,1000,199906,2,12,000000000,5,01,201412,8,8,01,0,12,28365668,21919321,19085277,E20,PROSALUD
311632108,NATURE TRUST OF NEW BRUNSWICK INC,% KAREN FEARNELEY,FREDERICTON NEW BRUNSWICK E3A 5B6,CANADA,,00000-0000,0000,03,3,1000,199903,4,16,000000000,1,01,201404,0,0,02,0,04,0,0,0,C20,
311672361,UNIVERSITY OF PRINCE EDWARD ISLAND FOUNDATION US INC,% HURWIT & ASSOCIATES,CHARLOTTETOWN PE C1A 4P3,CANADA,,00000-0000,0000,03,3,1000,200001,4,15,000000000,1,01,201504,1,3,02,0,04,7215,30715,30715,B11,
311677871,FUNDACION COSTA RICA-ESTADOS UNIDOS DE AMERICA PARA LA COOPERATION,% HERMANN L FAITH,12229-1000 SAN JOSE,COSTA RICA,,00000-0000,0000,03,3,1000,200003,2,15,000000000,1,01,201412,9,6,01,0,12,77286527,2650284,2649911,Q30,
311680128,RETURN TO JESUS CHRIST MINISTRIES,% RETURN TO JESUS CHRIST MINISTRIES,MISSION BC V2V 4J5,CANADA,,00000-0000,0000,03,3,7000,200002,4,16,000000000,1,01,201412,0,0,02,0,12,0,0,0,X21,
311681440,TIM HORTON CHILDRENS FOUNDATION INC,,ST GEORGE ONTARIO N0E 1N0,CANADA,,00000-0000,0000,03,3,1000,200002,4,15,000000000,1,01,201410,0,0,02,0,10,0,0,0,N20,
311681446,TIM HORTON CHILDRENS FOUNDATION US INC,% THCF,SAINT GEORGE N0E 1N0,CANADA,,00000-0000,0000,03,3,1000,200003,4,17,000000000,1,01,201410,5,6,01,0,10,592076,2044044,1887855,P30,
311682468,UNIVERSITY OF PRINCE EDWARD ISLAND,,CHARLOTTETOWN PE C1A 4P3,CANADA,,00000-0000,0000,03,3,1000,200009,4,11,000000000,1,01,201504,9,9,01,0,04,234224370,117192620,117192620,B42,
311706584,BRITISH COLUMBIS CONSERVATION FOUNDATION,% DEBORAH GIBSON,SURREY BRITISH COLUMBIA V3S 1G3,CANADA,,00000-0000,0000,03,3,1000,200011,4,16,000000000,1,01,201503,0,0,02,0,03,0,0,0,C30,SURREY BC V35 1G3
311716989,FUNDACAO BRAVA INC,% BEACH INVESTMENT COUNSEL,PLANALTO PAULISTA 04083-00,BRAZIL,,00000-0000,0000,04,3,1000,200011,2,00,000000000,1,01,201412,4,6,01,0,12,137356,3035095,3035095,T22,
311719723,HUMAN CONCERN INTERNATIONAL,% K AKHTAR,OTTAWA ONTARIO K1J 8H9,CANADA,,00000-0000,0000,03,3,1000,200012,4,15,000000000,1,01,201503,0,0,02,0,03,0,0,0,P20,
311726914,EZER MIZION,% CHANANYA CHOLLAK,BNEI BRAK MIDDLE EAST 5156313,ISRAEL,,00000-0000,0000,03,3,1200,200101,2,16,000000000,1,01,201412,8,9,01,0,12,36727468,68829643,68829643,P20,
311746608,THE SHEKEL ASSOCIATION COMMUNITY SERVICES FOR THE DISABLED,% SHUKI LEVINGER,JERUSALEM,ISRAEL,,00000-0000,0000,03,3,1000,200105,2,15,000000000,1,01,201412,8,8,01,0,12,10560626,14535790,14535790,P20,
311746708,ST CLAIR COLLEGE OF APPLIED ARTS AND TECHNOLOGY,% JOHN STRASSER,WINDSOR ONTARIO N9A 6S4,CANADA,,00000-0000,0000,03,3,1000,200105,4,11,000000000,1,01,201503,0,0,02,0,03,0,0,0,B42,
311752523,ST JOHN ARTS FESTIVAL INC,% FRANK LANGLEY,PO BOX 1376,ST JOHN,VI,00831-1376,0000,03,3,1000,200104,1,15,000000000,1,01,201503,1,1,02,0,03,802,8675,8675,A23,
311765554,BRANKSOME HALL,% STUART FERRIE,TORONTO ONTARIO M4W 1N4,CANADA,,00000-0000,0000,04,3,1000,200108,2,00,000000000,1,01,201506,0,0,02,0,06,0,0,0,B20,
311775386,HELEN AND ERNEST SIMMONS ENVIRONMENTAL EDUCATION FUND,% ANNA MANISCALCO WELLS FARGO BANK,PINCHER CREEK T0K 1W0,CANADA,,00000-0000,0000,03,3,1000,200106,4,04,000000000,1,01,201412,5,4,00,1,12,592405,258269,,T22,
311782786,FRIENDS OF TSINGHUA SEM INC,% SCHOOL OF ECONOMICS AND MANAGEMEN,TSINGHUA UNIVERSITY 100084,CHINA,,00000-0000,0000,03,3,2000,200110,1,15,000000000,1,01,201412,8,7,01,0,12,25803599,5344658,5299909,B114,
311787865,PATH FOUNDATION PHILIPPINES INC,% JOAN REGINA L CASTRO MD,SALCEDO VILLAGE MAKATI CITY 1227,PHILIPPINES,,00000-0000,0000,03,3,1200,200110,2,15,000000000,1,01,201412,4,4,01,0,12,155845,113735,113735,Q33,
311797488,INTERNATIONAL FOUNDATION FOR DHARMA NATURE TIME,% DIANE BUTLER PRESIDENT,BEDULU BALI 80551,INDONESIA,,00000-0000,0000,03,3,2000,200112,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,A23,
311799914,MICHAEL PAUL WEIN CHARITABLE FOUNDATION INC,% BORDER CROSSINGS,LOCAL,JORDAN,,00000-0000,0000,03,3,1000,200201,1,17,000000000,1,01,201506,3,1,02,0,06,38392,4,4,T20,
311804919,THE CANADIAN HOCKEY FOUNDATION US,% BLAIR FOURSHA,CALGARY AB T3B 5R5,CANADA,,00000-0000,0000,03,3,2000,200203,4,15,000000000,1,01,201505,0,0,02,0,05,0,0,0,N70,
311814113,THE SAGA SOCIETY FOUNDATION INC,,SAN PEDRO AMBERGRIS CAYE,BELIZE,,00000-0000,0000,03,3,1200,200203,1,15,000000000,1,01,201412,4,4,01,0,12,111706,102909,79979,B99,
311830855,PLANETHOOD FOUNDATION INC,% DONALD M FERENCZ,MAIDENHEAD BERKSHIRE SL6 4PZ,UNITED KINGDOM,,00000-0000,0000,03,3,1200,199902,2,04,000000000,1,01,201412,4,5,00,1,12,234838,956692,,T122,
316634778,JUBILO TRUST,% RUSSELL & DUMOULIN,VANCOUVER BC 46C 0A3,CANADA,,00000-0000,0000,03,3,1000,200008,4,04,000000000,2,01,201412,6,3,00,1,12,2452947,36719,,T20,
316646763,SURINAME CONSERVATION FOUNDATION,% MARIANNE GUERIN-MCMANUS,PARAMARIBO,SURINAME,,00000-0000,0000,03,3,1200,200101,2,15,000000000,1,01,201412,8,7,01,0,12,17007839,8726169,1696237,C30,
320166950,FRIENDS OF RNLI FOUNDATION,% CHARLES RUSSELL LLP MS SLR,POOLE DORSET BH15 1HZ,UNITED KINGDOM,,00000-0000,0000,03,3,1000,200704,2,04,000000000,1,01,201508,1,1,00,1,08,1,1,,T112,
320216827,TRUMPET OF FAITH MINISTRIES,% THISIANE AGATORE,OSLO,NORWAY,,00000-0000,1620,03,9,7000,196402,1,10,000000000,5,01,,0,0,01,0,12,,,,,
320276763,MOMS CLUB,% SHANNON WILLARD,PSC 9 BOX 3205,APO,AE,09123-0033,3706,03,9,1000,200102,1,16,000000000,5,01,201506,0,0,02,0,06,0,0,0,P3C,SPANGDAHLEM
320373906,ALPHA KAPPA ALPHA SORORITY INC,% CHEYNNE SYMONETTE,PO BOX CB 11097 NASSAU,THE BAHAMAS,,00000-0000,9321,07,9,1000,195210,2,00,036000000,5,01,,0,0,01,0,12,,,,,TAU NU
330016684,CHURCH SCHOOL SERVICE INC,,JERUSALEM ISRAEL 9119101,ISRAEL,,00000-0000,0000,03,3,1000,201411,1,15,006000000,1,01,201409,0,0,02,0,09,0,0,0,X20,
331127407,TREMEDICA,% CRISTINA MARQUEZ DE CAMIHORT,OLIVENZA BADAJOZ 06100,SPAIN,,00000-0000,0000,03,3,2100,200901,1,15,000000000,1,01,201512,0,0,02,0,12,0,0,0,E80,
331221293,APROSAM-USA INC,% CHRISTINE GARRISON,LOCAL,GUATEMALA,,00000-0000,0000,03,3,1000,201408,1,04,000000000,1,01,201412,1,1,00,1,12,1,1,,Q33,
331222447,FISH FOR THE NEXT GENERATION,% ENRIQUE RAMIREZ GUIER,SAN RAFAEL DE HEREDIA 40501,COSTA RICA,,00000-0000,0000,03,3,2100,201211,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,D30,
331230161,CENTER FOR SOUTH ASIA RESEARCH AND PRESERVATION,% DC REGISTERED AGENT INC,RAJGIR DISTRICT NALANDA BIHAR 8031,INDIA,,00000-0000,0000,03,3,1000,201408,1,16,000000000,1,01,201412,0,0,02,0,12,0,0,0,A23,
341535722,SHANTYMENS CHRISTIAN ASSOCIATION OF UNITED STATES OF AMERICA,,NEWMARKET ON L34 L3L,CANADA,,00000-0000,0000,03,3,1000,198807,4,15,002000000,1,01,201412,1,1,02,0,12,1,3305,3305,,
341596737,AMERICAN FRIENDS OF MACHON HASBARA,,LOCAL,ISRAEL,,00000-0000,0000,03,3,1700,201405,1,15,995000000,1,01,201412,3,3,02,0,12,39652,31724,31724,X99,
351885501,PRESCRIPTION FOOT ORTHOTIC,,VICTORIA BRITISH COLUMBIA V9A 5T9,CANADA,,00000-0000,0000,06,3,1000,199309,2,00,205000000,1,01,201412,0,0,02,0,12,0,0,0,,
352182189,ILLINOIS EDUCATION ASSOCIATION,% CHERYL BAUNBACH-CAPLAN,NAPERVILLE 60523-0138,TURKMENISTAN,,00000-0000,2005,06,9,2000,196905,2,00,263279000,5,01,201506,0,0,02,0,06,0,0,0,,COLLEGE OF DUPAGE ADJUNCTS ASSOC
352302188,THE ELDERS INC,% THE ELDERS FOUNDATION,LONDON W14 4EH,UNITED KINGDOM,,00000-0000,0000,03,3,1200,200811,1,15,000000000,1,01,201112,0,0,02,0,12,0,0,0,Q40,
356050271,IMPACT MINISTRY GROUP CHURCH PLANTING INC,,MISSISSAUGA ONTARIO L5M 2B8,CANADA,,00000-0000,0000,03,3,7000,196508,4,15,029000000,1,01,201412,4,4,01,0,12,143840,448093,448093,,
362942505,HUMAN RIGHTS INTERNET,,OTTAWA OTTAWA ONTARIO K1N7B7,CANADA,,00000-0000,0000,03,3,2000,197901,4,15,120430000,1,01,201312,0,0,02,0,12,0,0,0,Q700,
362956449,MENNONITE WORLD CONFERENCE,,ONTARIO N2G 3R1,CANADA,,00000-0000,0000,03,3,7000,197803,1,10,002029000,1,01,,0,0,06,0,12,,,,,
363146061,AMERICAN SOCIETY FOR APHERESIS,% MALACHITE MANAGEMENT INC,VANCOUVER BC V5Z 1B3,CANADA,,00000-0000,0000,03,3,1000,198401,4,16,162000000,1,01,201412,5,5,01,0,12,758950,871751,871751,A75Z,
363201838,ALPHA KAPPA ALPHA SORORITY INC,% TRACY D SMITH,PSC 10 BOX 324,APO,AE,09142-0004,9321,07,9,1000,195210,2,00,036000000,5,01,201312,0,0,02,0,12,,,,,MU PSI OMEGA
363297660,STEPHENSON FAMILY FOUNDATION,,6110 ESTATE PETERBORG,ST THOMAS,VI,00802-3407,0000,03,3,1000,198407,1,04,602000000,1,01,201507,2,5,00,1,07,17680,874000,,T99Z,CELEBRATE LIFE FOUNDATION
