EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
260073226,AFCEA EDUCATIONAL FOUNDATION,% COL KARLTON D JOHNSON USAF,PSC 303 BOX 31,APO,AP,96204-3031,3207,03,9,1200,198410,1,15,000000000,1,01,201312,0,0,02,0,12,0,0,0,,SEOUL CHAPTER
260438681,TEEN CHALLENGE AMERICAN SAMOA,,277 OTTOVILLE,PAGO PAGO,AS,96799-0000,0000,03,3,1245,201505,1,15,000000000,1,01,,0,0,02,0,12,,,,X80,TEEN CHALLENGE
260497773,WINNIPEG FOUNDATION USA,% CT CORPORATION SYSTEM INC,WINNIPEG MB R3B0X3,CANADA,,00000-0000,0000,03,3,1000,200804,4,17,000000000,1,01,201412,2,4,01,0,12,10650,162794,162794,Q112,
260749897,AFRICA IN ACTION LTD,% NO,LAVAL QUEBEC H7L0E7,CANADA,,00000-0000,0000,03,3,1000,200710,4,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,Q30,
260825403,HISPANIC ALLIANCE FOR NONPROFITS DEVELOPMENT AND SERVICES HANDS INC,% RAFAEL SANTIAGO,148 CALLE NOGAL,GUAYNABO,PR,00969-3934,0000,03,3,1200,201103,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,S50,
260847027,POWER TO CHANGE INTERNATIONAL INC,% SALLY HAUER,LANGLEY BRITISH COLUNBIA V2Y1N5,CANADA,,00000-0000,3864,03,9,7000,200207,2,15,000000000,5,01,,0,0,13,0,08,,,,,
261170858,ARMY COMMUNITY GROUP OF OKINAWA,,PSC 560 BOX 162,APO,AP,96376-0011,0000,03,3,1000,201410,1,16,000000000,5,01,201205,1,0,01,0,09,4576,0,37920,W11,
261194521,LE CAMBIATE CHILDRENS CHORUS INC,% RICHARD A CLARK,CERIANA IMPERIA 18034,ITALY,,00000-0000,0000,03,3,1000,200803,1,16,000000000,1,01,201506,0,0,02,0,06,0,0,0,A6B,
261241880,XU-CHEN FAMILY FOUNDATION,% JING A CHEN,BEIJING 100022,CHINA,,00000-0000,0000,03,3,1000,200807,2,04,000000000,1,01,201412,5,5,00,1,12,923277,892334,,T20,
261291618,TYNDALE ASSOCAITION FOR CHRISTIAN EDUCATION,% JOHN P FOSTER,TORONTO ON M2M 3S4,CANADA,,00000-0000,0000,03,3,2100,201003,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,B84,
261512186,RODEL PRIVATE CHARITABLE FOUNDATION,% WMKG,LOCAL,UNITED KINGDOM,,00000-0000,0000,03,3,1000,200902,2,04,000000000,1,01,201412,3,1,00,1,12,32038,475,,T20,
261518305,HAWK ROCK FOUNDATION,% JAIME MANNON - HELLER EHRMAN,WANCHAI,HONG KONG,,00000-0000,0000,03,3,1000,200812,2,04,000000000,1,01,201412,8,6,00,1,12,13103371,3964515,,T22,
262107860,MUCC STATE SHOOT COMMITTEE INCORPORATED,% GARY WILLIAMS,ROCHESTER HILLS MICHIGAN 48309,ST HELENA,,00000-0000,0000,04,3,1000,200805,2,00,000000000,1,01,201412,0,0,02,0,12,0,0,0,N70,
262633300,BAVUBUKA FOUNDATION,% FIONA BALABYEKKUBO,NEW WESTMINSTER BC V3M 6X3,CANADA,,00000-0000,0000,03,3,1200,200905,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,A68,
262693973,TRANSNATIONAL CRISIS PROJECT,% ALEX ULSTER,LONDON W68JF,UNITED KINGDOM,,00000-0000,0000,03,3,2000,200905,1,15,000000000,1,01,201212,0,0,01,0,12,0,0,0,Q05,WASHINGTON
262779962,WAVENIS OPEN STANDARD ALLIANCE INC,% EWM ESPACE CONCORDE BAT B-120,PEROLS,FRANCE,,00000-0000,0000,06,3,3000,201001,2,00,000000000,1,01,201212,3,4,01,0,12,53546,127010,127010,S43,
262928247,COLORECTAL CANCER ASSOCIATION OF AMERICA,% BARRY STEIN,MONTREAL QUEBEC H3G1J1,CANADA,,00000-0000,0000,03,3,1000,200811,4,15,000000000,1,01,201506,0,0,02,0,06,0,0,0,E70,
263073710,OPEN EHEALTH FOUNDATION,% UNIV HOSPITAL HEIDELBERG CTR OF I,HEIDELBERG 69115,GERMANY,,00000-0000,0000,06,3,1000,200903,2,00,000000000,1,01,201412,3,0,02,0,12,47320,0,0,S41,
263089582,WORLD ASSISTANCE FOR BURMA,% BERNARD KRISHER,SHIBUYA-KU TOKYO 150-0012,JAPAN,,00000-0000,0000,03,3,1000,200906,2,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,Q33,
263115367,CANADIAN HUMANITARIAN ORGANIZATION FOR INTERNATIONAL RELIEF,% BRYCE MELDRUM,MEDICINE HAT ALBERTA T1A 0H4,CANADA,,00000-0000,0000,03,3,1000,200906,4,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,Q33,KIDS HOPE ETHIOPIA
263572080,FRIENDS OF THE NATIONAL GALLERY OF CANADA INC,% JULIE PECKHAM,OTTAWA ONTARIO,CANADA,,00000-0000,0000,03,3,1000,200903,1,15,000000000,1,01,201412,3,4,01,0,12,35724,405811,405811,A19,
263612840,ROBERT H N HO FAMILY FOUNDATION USA,% THE ROBERT H N HO FAMILY FOUNDATI,WANCHAI HONG KONG,CHINA,,00000-0000,0000,03,3,1000,201003,1,03,000000000,1,01,201412,1,1,00,1,12,1,1,,A23,
263751150,MYCORGI COM INC,% SAM TSANG,THORNHILL ONTARIO L3T0C5,CANADA,,00000-0000,0000,03,3,4000,200906,4,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,D20,
264294597,AIR FORCE SERGEANTS ASSOCIATION,% JOSE GARCIA,PSC 112 BOX 128,APO,AE,09717-0002,1758,19,9,1000,197205,2,00,000000000,5,01,,0,0,02,0,12,,,,,1661 CHAPTER
264594727,EDUCATION DIVISION STUDENT ACTIVITY FUND,,UNIT 29649 BOX 7000,APO,AE,09136-9649,0000,03,3,2000,200912,1,16,000000000,5,01,201405,3,3,01,0,05,58896,83329,10338,B12,
264670580,FLORIDA CHAPTER OF THE ALLIANCE OF DIVINE LOVE INC,% REV ROSA I LOPEZ DEL VALLE,HC 3 BOX 36652,CAGUAS,PR,00725-9729,3054,03,9,7000,197702,1,10,001000000,5,01,,0,0,06,0,12,,,,,1283 CHAPEL
264751198,CASTANER DIGITAL INC,% RICHARD GROFF,1848 CALLE INFANTA,PONCE,PR,00716-0506,0000,03,3,1200,201206,1,15,000000000,1,01,201504,0,0,02,0,04,0,0,0,A80,
266641110,VEBA INC VEBA TR,% FOUR SEASONS,TORONTO ONTARIO M3C 2K8,CANADA,,00000-0000,0000,09,3,1000,200511,2,00,000000000,1,01,201412,7,9,01,0,12,8943018,52677024,52677024,,
270068896,POWER FOUNDATION MINISTRIES,% DEAN ANTHONY BASCOMBE,PSC 10 BOX 428,APO,AE,09142-0005,0000,03,3,7100,201206,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,X20,
270214011,AMERICAN MUSEUM IN BATH,% MARK HARANZO,BATH ENGLAND BA27BD,UNITED KINGDOM,,00000-0000,0000,03,3,2000,200906,2,16,000000000,1,01,201412,8,7,01,0,12,36980301,7603704,2239117,A50,
270248797,CIRRAS CLOUD,% CIRRA TURPIN,ST THOMAS USVI 00802,BRITISH VIRGIN ISLANDS,,00000-0000,0000,03,3,1000,201001,1,15,000000000,5,01,201212,0,0,02,0,12,0,0,0,P40,
270910272,INSTRUCT-AID INTERNATIONAL CHARITY,% JAN BIJAN TAWAKOL,CHRISTIANSTED VI 00823,BRITISH VIRGIN ISLANDS,,00000-0000,0000,03,3,1000,201008,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,G194,
271230266,SMOCK ALLEY THEATRE FOUNDATION INC,% WILLIAM J MCNALLY,TEMPLE BAR DUBLIN 8,IRELAND,,00000-0000,0000,03,3,1000,201002,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,A119,
271270656,HARBOURFRONT CENTRE FOUNDATION,% WENDY VOSBERG,TORONTO ONTARIO M5J 2G8,CANADA,,00000-0000,0000,03,3,1000,201505,1,15,000000000,1,01,201503,0,0,02,0,03,0,0,0,A11,
271301669,GREATER BAVARIAN BOWLING ASSOCIATION,% ERNEST ROTH,CMR 411 BOX 3022,APO,AE,09112-0031,0000,03,3,1000,201408,1,16,000000000,5,01,201507,0,0,02,0,07,0,0,0,N60,
271375070,SDC FOUNDATION,,25 AVE MUNOZ RIVERA COND BAHIA PLZ,SAN JUAN,PR,00901-0000,0000,03,3,1000,201012,1,04,000000000,1,01,201412,4,2,00,1,12,495773,19846,,T20,
271508704,LIMBO UP FOUNDATION INC,,PAGET PG01,BERMUDA,,00000-0000,0000,03,3,2000,201109,1,03,000000000,1,01,201411,6,4,00,1,11,3623975,306473,,B70,
271934087,GOOD SAMARITAN FOUNDATION OF HAITI INC,% PAMELA SOLMAN,606 LITTLE LA GRANGE,FREDERIKSTED,VI,00840-3794,0000,03,3,1000,201101,1,15,000000000,1,01,201412,3,4,01,0,12,69750,153988,153988,T30,
271982987,JUST FOR HIM-J4H-MINISTRY,% MICHELE JOHNSON,PSC 10,APO,AE,09142-9998,0000,03,3,1700,201111,1,15,000000000,5,01,201412,0,0,02,0,12,0,0,0,X20,
272043930,LIFE LINK,% DAWN CLOSE,LUSAKA,ZAMBIA,,00000-0000,7232,03,9,1000,199609,1,15,349000000,1,01,201312,2,3,01,0,12,15853,57554,51383,,FDN FOR REALIZATION OF ECONOMIC EMP
272076305,PCA PRODUCT STEWARDSHIP INC,% PRODUCT CARE ASSOCIATION,VANCOUVER BC V5Y 1E6,CANADA,,00000-0000,0000,03,3,1000,201009,1,16,000000000,1,01,201412,4,3,02,0,12,123533,26310,26310,C27,
272515889,SOCIETE MAXCEN-MATH MAXCEN-MATH SOCIETY,% 172 RUE DE BERRI APT 3,MONTREAL QC H2N 1W7,CANADA,,00000-0000,0000,03,3,2100,201104,4,15,000000000,1,01,201412,2,4,01,0,12,12526,198518,198518,B90,
273046325,BABY CARRIER INDUSTRY ALLIANCE,,OTTAWA K1Z 7C9,CANADA,,00000-0000,0000,06,3,1000,201107,2,00,000000000,1,01,201406,3,3,01,0,06,36122,77679,77679,S46,
273304262,LAKE SUPERIOR WATERSHED CONSERVANCY INC,% RUTH OGAWA,SAULT STE MARIE P6B 2K6,CANADA,,00000-0000,0000,03,3,2100,201103,1,15,000000000,1,01,201412,4,3,01,0,12,161686,68216,65768,C32,
273485656,REAL ORDEM DE SAO MIGUEL DA ALA-MILITARY COMMANDERY,% STEPHEN M BESINAIZ,CMR 489 BOX 1758,APO,AE,09751-0018,0000,03,3,1000,201111,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,Q33,
273502357,STAKEHOLDER FORUM FOR A SUSTAINABLE FUTURE,% ROBERT DANCZIGER,LONDON SW2 1BZ,UNITED KINGDOM,,00000-0000,0000,03,3,1000,201202,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,C05,
273792922,GUARDIAN ANGEL ANIMAL SHELTER HOME FOR THE UNWANTED,,PO BOX 1725,LARES,PR,00669-1725,0000,03,3,1000,201410,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,D20,
273993029,FRIENDS OF THE 66TH MI BRIGADE,% TREASURER,CMR 467 BOX 3444,APO,AE,09096-0035,0000,03,3,1200,201409,1,15,000000000,5,01,201412,0,0,02,0,12,0,0,0,W20,
274353456,MISAWA MENS VARSITY SOFTBALL BOOSTER CLUB,,PSC 76 BOX 5575,APO,AP,96319-0056,0000,03,3,1000,201502,1,16,000000000,5,01,,0,0,02,0,12,,,,N63,
274533508,YWJ ENTERPRISES,% JUAN M BORGE,URB PASEO SOL Y MAR 623 CALLE PERLA,JUANA DIAZ,PR,00795-0000,0000,03,3,7000,201501,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
275061961,AGAINST THE ODDS MENTORING SERVICES,% APRIL RECTOR,PSC 561 BOX 328,FPO,AP,96310-0004,0000,03,3,1000,201301,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,P20,AGAINST THE ODDS
275121638,YESHUA SAVES INTERNATIONAL INC,% JOHN MATHEW,ABU DHABI,UNITED ARAB EMIRATES,,00000-0000,0000,03,3,7000,201205,1,15,000000000,1,01,201412,1,1,02,0,12,1675,1000,1000,X30,
275158782,GARY AND JEANNIE GREEN FAMILY CHARITABLE FOUNDATION INC,% GARY L GREEN,PO BOX 190,ST THOMAS,VI,00804-0190,0000,03,3,1000,201105,1,04,000000000,1,01,201412,4,4,00,1,12,199065,102960,,T90,
300003094,ALOFA TUNOA SAMOA MEDICAL SUPPLY,% SANDRA G SCANLAN,PO BOX 523,PAGO PAGO,AS,96799-0523,0000,03,3,1000,200204,1,16,000000000,1,01,201412,0,1,02,0,12,0,2779,-71,P82,
300046081,FONDATION POUR LA SANTE REPRODUCTRICE ET LEDUCATION,% FRITZ MOISE DR,LOCAL,HAITI,,00000-0000,0000,03,3,1000,200209,2,15,000000000,1,01,201412,4,6,01,0,12,191222,3675468,3675468,E40,FAMILIALE - FOSREF
300050801,COMMUNITY FOUNDATION OF PRINCE EDWARD ISLAND,% JOHN ROBINSON PRESIDENT,CHARLOTTETOWN PE CANADA C1A 4B3,CANADA,,00000-0000,0000,03,3,1200,200206,4,15,000000000,1,01,201312,7,6,01,0,12,7089777,1183880,1183880,B82,
300052567,AMERICAN CHAMBER OF COMMERCE IN KAZAKHSTAN INC,% RIXOS HOTEL BUSINESS CTR 8TH FL,050012 ALMATY,KAZAKHSTAN,,00000-0000,0000,06,3,1000,200207,2,00,000000000,1,01,201412,5,5,01,0,12,525890,805676,805676,S412,
300067107,GRAND GEDEH ASSOCIATION IN THE AMERICA INC,% RICHARD DAYWAY,COON RAPIDS,ANTIGUA & BARBUDA,,00000-0000,0000,03,3,1200,200311,1,16,000000000,1,01,201312,3,4,01,0,12,61029,102784,102784,P40,
300078108,RAMBAM HEALTH CORPORATION,% PATRICIA L MORRISON,HAIFA HAIFA 31096,ISRAEL,,00000-0000,0000,03,3,1000,200212,4,12,000000000,1,01,201412,8,9,01,0,12,21179739,105268816,105268816,E20,
300119745,ALIANZA INC,% JOHN WOOD,OAXACA DE JUAREZ OAXACA 68000,MEXICO,,00000-0000,0000,03,3,1000,200307,4,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,P20,
300136665,FRIENDS OF HONG KONG CHARITIES INC,,243-245 DES VOEUX ROAD WEST,HONG KONG,,00000-0000,0000,03,3,1700,200301,1,16,000000000,1,01,201412,6,7,01,0,12,1463556,5634762,5634762,X21,
300139846,HAMILTON JEWISH HOME FOR THE AGED CHARITABLE FOUNDATION,,HAMILTON ON L8S 3S1,CANADA,,00000-0000,0000,03,3,1000,200301,1,15,000000000,1,01,201412,6,5,01,0,12,1563038,654047,654047,T30,
300151282,SHALVA ISRAEL ASSOC TO RELIEVE THE HANDICAPPED CHILD AND FAMILY,% KALMAN SAMUELS,JERUSALEM MIDDLE EAST 96426,ISRAEL,,00000-0000,0000,03,3,1000,200305,4,15,000000000,1,01,201412,8,7,01,0,12,45340384,5973851,5973851,P82,
300154886,SUENOS DORADOS DEL ENVEJECIENTE INC,% ANNIE MARTIN,PO BOX 376,BAJADERO,PR,00616-0376,0000,03,3,1000,200307,1,04,000000000,1,01,201412,1,0,00,3,12,1,0,0,L21,
300174250,SPORT AND COOPERATION NETWORK INC,% CARLOS DE CARCER,MADRID SPAIN 28050,SPAIN,,00000-0000,0000,03,3,2100,200403,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,N64,
300175455,AMERICAN FRIENDS OF THE PHILHARMONIA ORCHESTRA,% OLGA GEROULANOUS-VOTIS,LONDON ENGLAND SE1 0UX,UNITED KINGDOM,,00000-0000,0000,03,3,1200,200306,1,17,000000000,1,01,201503,4,4,01,0,03,275000,424686,424686,A116,
300189203,AMIGOUR ASSET MANAGEMENT LTD,% PATRICIA L MORRISON,TEL AVIV ISRAEL,ISRAEL,,00000-0000,0000,03,3,1000,200503,4,15,000000000,1,01,201412,8,8,01,0,12,22686032,24194523,24194523,L210,
300193723,TAYLOR COLLEGE AND SEMINARY,% JOHN RHEDERGEN CGA,EDMONTON ALBERTA T6J4T3,CANADA,,00000-0000,0000,03,3,7000,201411,4,11,000000000,1,01,,0,0,13,0,06,,,,B42,
300202582,CHILDRENS HOSPITAL COSTA RICA FOUNDATION INC,% PO BOX 730 1150 LA URUCA,SAN JOSE,COSTA RICA,,00000-0000,0000,03,3,1200,200303,1,15,000000000,1,01,201312,1,2,02,0,09,1,20005,20005,P01,
300217144,YAD ELIEZER ASSOCIATION,% PATRICIA L MORRISON,JERUSALEM ISRAEL,ISRAEL,,00000-0000,0000,03,3,1000,200406,2,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,Q33,
300246732,GENESIS AMERICA INC,% SIMON GOODRIDGE--BUZZACOTT LLP,LONDON EC2V 6DL,UNITED KINGDOM,,00000-0000,0000,03,3,2000,200509,2,04,000000000,1,01,201412,5,6,00,1,12,543061,4867333,,A126,
300257635,UNIVERSITY OF KINGS COLLEGE,% BONNIE SANDS,HALIFAX NOVA SCOTIA B3H 2A1,CANADA,,00000-0000,0000,03,3,2000,200412,4,11,000000000,1,01,201503,0,0,02,0,03,0,0,0,B42,
300278642,FRIENDS OF HAVEN FOUNDATION INC,% SHARON P LIGHT,GABRIOLA BC V0R 1X1,CANADA,,00000-0000,0000,03,3,1000,200412,4,15,000000000,1,01,201412,1,3,02,0,12,2003,35767,35767,T30,
300279904,WORLD GREEN BUILDING COUNCIL INC,% WORLD GBC SECRETARIAT,TORONTO ON 1S4 CANADA,CANADA,,00000-0000,0000,03,3,1200,200412,4,16,000000000,1,01,201412,4,6,01,0,12,327887,1180206,1179254,C30,
300303438,MESO-AMERICAN REEF FUND,% 6TA AVENIDA 6-63 ZONA 10 EDIFICIO,LOCAL,GUATEMALA,,00000-0000,0000,03,3,1000,200503,1,15,000000000,1,01,201412,8,8,01,0,12,23680450,10658968,10658968,C32,
300306056,WOMEN ORGANIZING FOR CHANGE IN AGRICULTURE & NATURAL RESOURCE MAN,,LOCAL,THAILAND,,00000-0000,0000,03,3,1200,200603,1,15,000000000,1,01,201412,5,5,01,0,12,559604,895698,895698,K20,WOCAN
300308445,THE AMERICAN CHAMBER OF COMMERCE IN CHINA FUND,%,BEIJING 100020,CHINA,,00000-0000,0000,06,3,3200,200511,2,00,000000000,1,01,201412,5,6,01,0,12,806851,2141320,2141320,S41,
300342096,COUVERTURE MEDICALE NATIONALE DHAITI,% MEDGINE CYRILLE,PORT AU PRINCE HAITI BP 1382,HAITI,,00000-0000,0000,03,3,1000,200703,2,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,Q12,
300346161,INDIGENOUS PATHWAYS,% TERRY LEBLANC,MONTAGUE PE COA1RO,CANADA,,00000-0000,0000,03,3,1000,200608,4,15,000000000,1,01,201412,3,4,01,0,12,90421,120872,120872,X20,
300358343,THE S A FOUNDATION-CANADA,% DOMINIQUE MACHEFERT,VANCOUVER BC V6P 6GZ,CANADA,,00000-0000,0000,03,3,1000,200611,4,15,000000000,1,01,201503,1,2,02,0,03,1,18327,18327,T30,
300364071,CHRISTS LOVE IN ACTION,% DEZRIC WESTON,GALINA ST MARY,JAMAICA,,00000-0000,0000,03,3,7000,200609,2,10,000000000,1,01,201412,0,0,06,0,12,0,0,0,X21,
300399827,THE INTERNATIONAL NETWORK FOR BAMBOO AND RATTAN,% J COOSJE HOOGENDOORN,BEIJING 100102,CHINA,,00000-0000,0000,03,3,1200,201311,1,15,000000000,1,01,,6,6,01,0,12,,,,Q33,
300419089,JERUSALEM SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,% VARDA LINETT,91040 JERUSALEM,ISRAEL,,00000-0000,0000,03,3,1400,200803,2,15,000000000,1,01,201412,4,5,01,0,12,161028,697752,697752,D20,
300505256,SIMON FRASER UNIVERSITY,% ERIN GEARY,LOCAL,BOTSWANA,,00000-0000,0000,03,3,2000,200904,4,11,000000000,1,01,201503,9,9,01,0,03,1298643946,516775062,516775062,B43,
300515313,HARI KRISHAN PUBLICATIONS,% SURINDER DUTT SHARMA,MISSISSAUGA ON L5N1A7,CANADA,,00000-0000,0000,03,3,7000,201411,4,15,000000000,1,01,201412,7,5,01,0,12,5345024,862651,854827,X83,
300545486,CUSO INTERNATIONAL,,OTTAWA ONTARIO K1R 6S4,CANADA,,00000-0000,0000,03,3,1000,200904,4,15,000000000,1,01,201503,7,8,01,0,03,7935775,17455642,14278420,Q33,
300584356,JACK MILLIKIN CENTRE INC,% 718 10TH ST E,SASKATOON S7H 0H1,CANADA,,00000-0000,0000,03,3,1000,201002,4,15,000000000,1,01,201412,3,3,02,0,12,70979,74240,74240,A20,
300606995,MISSIONARY SISTERS OF THE IMMACULATE HEART OF MARY,% EDWARD CAVE,PO BOX 95,FREDERIKSTED,VI,00841-0095,0000,03,3,7000,201102,1,15,000000000,1,01,,0,0,13,0,10,,,,X22,
300641596,POSSIBILITIES INTERNATIONAL,% DONALD SAM WELTEN,KITCHENER ONTARIO N2M 5P4,CANADA,,00000-0000,0000,03,3,7000,201103,4,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,X20,
300663961,HEALTH REACH CANADA,% 124 CANTERVILLE RD SW,CALGARY AB T2W 4R3,CANADA,,00000-0000,0000,03,3,1000,201105,4,15,000000000,1,01,201504,0,0,02,0,04,0,0,0,E70,
300668273,THE LAMAD FOUNDATION,% SEAN CAVANAGH,TORONTO ONTARIO M3J 2S9,CANADA,,00000-0000,0000,03,3,2000,201304,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,B99,
300694647,INTERNATIONAL STUDENTS TRUST,% PHILIP WILSON,LONDON LONDON W1B 1SH,UNITED KINGDOM,,00000-0000,0000,03,3,1000,201209,2,15,000000000,2,01,201409,0,0,02,0,09,0,0,0,B82,
300786199,AMERICAN FRIENDS OF PARADISE CHILDRENS FOUNDATION INC,% ADI RAPPOPORT,NASSAU,BAHAMAS,,00000-0000,0000,03,3,1000,201406,1,04,000000000,1,01,201312,1,3,00,1,12,2563,72666,,P12,
300804376,CANADIAN WOMEN FOR WOMEN AFGHANISTAN,% PENNY CHRISTENSER,MARDA LOOP BOX 86016 AB T2T6B7 CN,CALGARY,,00000-0000,0000,03,3,1000,201409,4,04,000000000,1,01,201412,1,1,00,1,08,1,1,,Q30,
300811446,THE ANGEL FOUNDATION FOR LEARNING,% MARISA CELENZA,TORONTO ON M2N 6E8,CANADA,,00000-0000,0000,03,3,2000,201502,4,15,000000000,1,01,201408,0,0,02,0,08,0,0,0,B12,
300834688,THE TRAINING COORDINATING GROUP FOR PERSONS WITH DISABILITIES IN ONTAR,% LINK UP EMPLOYEMENT SERVICE EMP,TORONTO M4P 1G8,CANADA,,00000-0000,0000,03,3,1000,201412,4,15,000000000,1,01,,0,0,01,0,03,,,,G039,
300865012,PERU CHAMPS ASSOCIATION,,LIMA LIMA 13,PERU,,00000-0000,0000,03,3,2000,201601,1,15,000000000,1,01,,0,0,01,0,12,,,,B82,
300874228,MISAWA MOGUL MASHERS,% SEAN KATZ,PSC 76 BOX 5065,APO,AP,96319-0051,0000,03,3,1000,201507,1,16,000000000,5,01,,0,0,02,0,12,,,,N68,
300886200,INTERNATIONAL C I C FOUNDATION,% 206-208 STEWARTS RD,LONDON SW8 40B,UNITED KINGDOM,,00000-0000,0000,03,3,1000,201512,1,15,000000000,1,01,,0,0,01,0,12,,,,Q33,
306060989,PACIFIC TORAH INSTITUTE CHARITABLE TR,% MAX WASSER,VANCOUVER BC V6M 2V9,CANADA,,00000-0000,0000,03,3,1000,200308,4,15,000000000,5,01,201408,4,6,01,0,06,412672,1579934,1563414,X053,
306066435,THE BYRNE CHARITABLE TRUST,% JOHN DEWHURST,LONDON SW7 3DL,UNITED KINGDOM,,00000-0000,0000,03,3,1200,200403,2,04,000000000,2,01,201412,1,4,00,1,12,1859,289736,,T20,DEWHURST JOHN TTEE
310888521,ETA PHI BETA SORORITY INC,% NAN MULCARE,PO BOX 303917,ST THOMAS,VI,00803-3917,0000,06,3,2000,201512,2,00,036040031,1,01,201406,3,3,02,0,08,96800,40063,20642,S41,ALPHA CHI CHAPTER
310907488,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% JANINE HAANSTRA,HAMILTON L8N2A1,CANADA,,00000-0000,1438,06,9,2000,195812,2,00,059000000,5,01,,3,3,02,0,06,,,,,29
310907604,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% TODD GULEVICH,CALGARY ALBERTA T2E 7P1,CANADA,,00000-0000,1438,06,9,2000,195812,2,00,059000000,5,01,,2,3,02,0,06,,,,,48
310907606,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% PATRICIA RONEY,SURREY BC V3L 2YH,CANADA,,00000-0000,1438,06,9,2000,195812,2,00,205000000,5,01,,0,0,02,0,06,,,,,54
310907607,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% BUD CLARKE,EDMONTON ALBERTA T5T0S5,CANADA,,00000-0000,1438,06,9,2000,195812,2,00,059000000,5,01,,0,0,02,0,06,,,,,62
310907608,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% CAROLE SHERRARD,FREDERICTON NB E3B 4X1,CANADA,,00000-0000,1438,06,9,2000,195812,2,00,059000000,5,01,,0,0,02,0,06,,,,,65
310922542,DISABLED AMERICAN VETERANS,% ANASTACIO G VEGA,PO BOX 2435,ISABELA,PR,00662-9435,0557,04,9,3000,194206,1,00,908279265,5,01,201506,0,0,02,0,06,0,0,0,W30,21 SSGT C VELAZQUEZ
310930081,ETA PHI BETA SORORITY INC,% GAMMA ZETA,PO BOX 5664,CHRISTIANSTED,VI,00823-5664,5013,06,9,2000,197802,2,00,036041031,5,01,201508,0,0,02,0,08,0,0,0,,GAMMA ZETA CHAPTER
310996760,ROBERT CAMPEAU FAMILY FOUNDATION US,,HAWKESBURY ON K6A 2R9,CANADA,,00000-0000,0000,03,3,1000,198012,4,04,602000000,1,01,201412,6,4,00,1,12,4262703,261673,,,
311091447,M E MULLER FOUNDATION OF NORTH AMERICA INC,% C WOODSIDE,OAKVILLE ON L6J 7K1,CANADA,,00000-0000,0000,03,3,2000,198407,4,04,162000000,1,01,201412,6,6,00,1,12,1508573,2272771,,,
311129090,DISABLED AMERICAN VETERANS,% ALEXIS MARTINEZ,SAN JUAN PUERTO RICO 00921,BRITISH VIRGIN ISLANDS,,00000-0000,0557,04,9,3000,194602,1,00,908279265,5,01,201506,0,0,02,0,06,0,0,0,,1 SFC A PENA GARCIA
311178910,AMERICAN SOCIETY OF AGRICULTURAL ENGINEERS,% MEGH GOYAL,PO BOX 86,RINCON,PR,00677-0086,5081,03,9,1000,198606,1,15,059000000,1,01,201412,0,0,02,0,12,0,0,0,,PUERTO RICO SECTION
311213816,FAMILY MOTOR COACH ASSOCIATION,,CAMPBELLFORD ONTARIO K2H 7J1,CANADA,,00000-0000,2609,07,9,1000,197501,2,00,299318000,5,01,201212,0,0,02,0,12,0,0,0,,THOUSAND ISLAND VOYAGEURS
311254176,ACTS ONE-WAY APOSTALIC CHURCH INC,,CMR 665,APO,AE,09175-0000,0000,03,3,1000,198908,1,10,001000000,1,01,,0,0,06,0,12,,,,,
